7949:51444,46745,8538,103876,99182,14290,72823,95000,33465,32881
7951:3142,221,11887,7153,4971,6680,11732,24889,102410,94227
7958:
7962:2162,1187,353,1476,875,1127,2268,1402,13523,55190
7964:599,7303,1263,50470,81531,41820,114459,19449,21661,57880
7967:2510,453,26531,17319,18680,45974,47660,56568,41164,94072
7969:1868,58540,77490,21542,69276,123026,82877,45056,114761,20945
7975:2200,3288,3214,1677,1266,6439,8355,118830,102410,94227
7976:347,2770,2582,18420,8079,53254,42330,112851,12235,86289
7977:2139,500,431,1730,2318,100453,35902,94397,102410,94227
7981:186,32261,22713,20949,39446,45315,77977,99302,68179,65033
7990:1764,4697,1030,1951,93590,111934,76522,61915,38617,119768
8002:6315,8928,1256,4856,5336,69538,98181,108374,11782,32023
8008:
8009:861,591,2571,2158,6453,1810,111345,52610,74002,81256
8023:861,591,2571,2158,19615,6783,20959,19883,81993,29387
8032:32142,115213,1157,16803,114884,70550,59225,49588,98321,45275
8036:463,1682,8252,399,6411,25253,10339,41543,66755,47584
8054:402,1140,1712,8772,5607,3345,8529,1137,110350,91989
8065:358,546,1832,482,2776,776,3902,4047,7084,5838
8068:10048,25910,23622,21524,51468,58620,29446,76355,54482,85950
8069:431,774,1730,2318,3207,35902,100453,102410,94397,94227
8081:189,3509,2351,4103,6434,61774,16900,70794,102410,94227
8090:6455,30613,16625,71089,43205,78795,102410,116852,84486,94227
8097:179,1539,2967,2765,15376,48188,51052,22630,78556,64856
8103:50593,3513,110789,45094,116899,74461,65856,51283,65240,42147
8104:
8130:354,4268,2140,3521,1262,19883,33599,23030,4986,83290
8134:1682,9289,15337,22507,50384,10154,59051,105057,122154,57519
8137:238,10163,17546,28767,21970,78050,7852,47043,39554,60245
8141:14152,5006,31006,92857,25717,70550,64465,49588,85287,81257
8144:463,2153,8860,10267,12734,31006,30561,85287,112433,25717
8150:591,2342,2571,2158,11887,7153,6680,11732,65437,88040
8159:70,40,1359,3081,5398,15337,6400,17552,3433,85639
8161:54240,8357,77681
8163:1787,2528,16935,2354,77490,21542,82877,123026,79845,20945
8184:3423,7211,12471,16680,2204,14885,13737,8364,11772,81253
8186:616,58,650,861,495,193,2094,43205,84486,78795
8200:138,736,2953,2076,6143,44427,13656,80078,102410,94227
8206:15459,28618,13511,30058,22900,35426,18040,44115,107603,20432
8217:2158,14779,30143,32658,42552,45007,95115,46779,51857,90827
8224:273,749,155,86,1097,6157,1927,15697,5315,64496
8225:774,2715,1460,1566,601,16127,37744,47411,6980,73130
8227:10112,56780,78302,78465,50967,76336,87712,80836,91186,93560
8229:4957,30002,26023,20684,42683,121520,74033,20927,114235,40545
8245:7021,10503,8454,45106,19547,74505,3978,47914,46354,113293
8263:
8264:14268,1381,15506,25821,8360,85877,59974,113606,39506,39518
8270:12727,7158,4347,3183,17782,13569,52200,84612,52056,95095
8276:4364,12442,1868,58540,69276,109530,45056,114761,5778,113567
8285:45145,39108,104457,84531,39421,104478,68216,116295,49865,27217
8286:182,483,2512,345,21055,9215,18291,51407,100625,31068
8287:2139,5602,3522,14268,1381,15506,25821,14467,8360,39518
8290:2843,14885,42870,10070,10252,24578,61614,52573,71482,20172
8310:3033,49281,43504,36081,7198,96649,58985,56773,40335,41421
8314:17,866,1119,3878,79667,74316,69737,36797,41153,69698
8325:1196,3423,4793,1407,13022,29185,34537,10002,27421,93329
8326:24192,9961,35546,8791,21542,77490,102410,82877,123026,94227
8334:6413,14785,34379,38134,46774,21621,93141,89131,43618,77116
8336:
8343:11,8445,18756,9346,7553,97129,26819,52774,24484,36680
8347:2602,3064,22811,43205,42032,78795,60611,23891,113918,84486
8352:1787,1677,26937,16340,25368,40142,25740,99915,94480,92674
8368:2233,1254,4173,53938,77832,24062,4594,31504,39902,52396
8380:2354,9286,4065,20625,43030,42658,30746,92228,48586,33101
8396:1001,1920,18062,23030,81929,91017,79536,75399,91336,36026
8401:3,1009,837,7560,21542,77490,123026,102410,82877,94227
8406:1965,12298,62771,43205,35175,78795,58427,37947,84486,92002
8411:301,568,45,1549,2935,6455,16625,71089,102410,94227
8413:3039,283,37,10973,55122,57968,14207,115526,106503,82649
8435:
8449:4825,3172,7831,7457,19390,47889,21379,92089,1235,108497
8450:1711,63344,46266,91192,95512,101220,102561,114683,110771,22957
8476:11535,1760,2571,13134,27290,77226,61038,108612,24591,111762
8477:2893,13785,69405,35042,77739,105381,64166,28203,50815,112805
8491:50711,15592,10835,7179,58036,106165,108907,84276,85999,61462
8499:962,4181,6733,8153,7024,7553,52774,36680,24484,91827
8500:54878,4455,35303,113715,114133,119007,68801,120437,95188,26465
8510:2154,44421,49996,46853,3558,80416,92818,116461,75484,109660
8513:3718,22689,6202,613,48076,7553,112791,24484,36680,52774
8517:29782,57092,4830,67818,25041,122595,88325,118530,118415,117399
8530:58,224,861,1245,591,2571,2158,42155,41060,116108
8531:861,591,4372,2571,2158,14969,2636,10173,75483,85927
8534:27666,11717,14109,17855,47950,10602,19872,31895,45851,120460
8536:3137,297,4339,5746,3123,92132,118317,62828,78606,96711
8537:1136,1568,7178,367,13673,15900,22070,1285,25549,117220
8552:
8569:1352,1644,2880,4825,10041,1206,2834,47145,88583,94238
8578:14152,10466,5006,15292,68419,28018,51378,92857,64356,64465
8581:2337,7146,336,2291,14571,19637,41492,21981,18426,115552
8582:398,20997,3183,8887,19685,52200,23030,4457,22898,52056
8600:1825,2031,1936,6874,2641,6674,101504,81905,104425,47101
8603:36541,87249,72372,69320,65607,76196,26770,93554,61003,69462
8635:866,1102,431,4755,1527,3107,23191,19390,19336,118068
8636:4146,10692,12093,14470,5276,85801,91773,41148,111015,59874
8637:
8644:8213,254,5260,1995,10163,9445,55436,53644,113391,73137
8651:2162,875,1057,763,44216,78871,102410,57100,121928,94227
8660:58,1102,8867,8759,20043,43205,78795,84486,118068,77666
8670:1788,3972,5860,3326,23455,30756,38666,13127,121099,95754
8681:1287,1591,18632,82730,42386,44722,109790,92347,118068,85927
8692:12586,12022,6227,13052,16387,17642,3262,18966,63933,43907
8711:
8717:394,1001,2185,481,7585,3819,1217,9597,12691,100091
8718:2677,2833,7235,17263,27588,7426,9577,64764,39032,53074
8719:13077,30815,4409,22529,16035,77490,21542,82877,123026,20945
8735:285,486,395,2953,2076,2322,47373,41187,79405,68500
8736:6127,686,32616,17546,21970,78050,7852,47043,22690,7503
8746:2579,4499,3839,26162,22114,98853,102410,65437,48293,94227
8747:76,363,1089,1050,2369,3183,52200,52056,102410,94227
8755:27589,27582,86870
8760:3619,37600,62074,55960,36707,37097,58063,31191,40234,51439
8765:
8768:1693,645,6485,6088,31227,30928,33055,96188,116168,23664
8771:596,1965,2571,2158,10985,28767,41287,78247,121627,36062
8774:1097,1057,8579,8151,5749,8776,45580,52986,64496,108412
8782:399,10648,11542,71727,85234,85753,44088,56639,90061,80606
8788:70,787,239,45,2626,2073,10850,9943,47695,59152
8789:17692,6166,21887,25987,32014,37709,25201,82664,117014,119009
8790:4478,27666,11717,20762,47950,10602,34803,45851,66348,47296
8802:45,719,1549,2935,1884,6455,16625,71089,102410,94227
8810:1589,157,3214,1677,11887,7153,6680,11732,61471,112674
8812:6733,1566,1758,33017,24053,39804,50474,75558,121242,33101
8822:
8825:9289,6455,12253,16625,49997,71089,117332,102410,121070,94227
8844:8191,56091,45199,32591,100449,84691,89703,111017,103267,78744
8850:16174,24581,19596,6706,27344,46341,16900,117033,72143,23526
8852:986,3167,22365,12706,17170,45076,36997,10974,92131,100158
8862:7103,7027,49020,77872,100387,58511,79447,23668,67568,45943
8863:238,1462,5998,10163,1920,18062,81929,39554,60245,91017
8868:20997,8887,7553,23030,19685,4457,24484,36680,22898,52774
8870:34026,43205,29889,84486,92733,42999,57231,78795,2355,92002
8872:10163,702,9095,42208,40646,78686,60311,79874,25056,85927
8877:1546,683,6678,6772,28767,38243,46063,39421,36481,116295
8889:10602,7553,92626,45851,95457,94263,36680,24484,52774,75327
8890:755,176,11834,252,71831,110350,32706,97533,114846,7820
8900:76,363,1089,2512,1050,2369,42032,60611,102410,94227
8906:4813,1100,13052,17642,5240,24885,69703,89141,43907,106036
8912:698,2139,358,986,3167,22365,12706,45076,92131,115510
8913:14793,465,16881,5766,17647,765,10130,13381,118016,24875
8915:236,873,273,1099,749,1097,1983,46338,53057,64496
8916:76,3,3214,2829,9043,43517,33861,31137,60885,69904
8920:4339,1077,660,13596,3123,7072,42467,62828,89506,72515
8924:24854,42870,3878,17376,12781,31315,53818,38891,73211,108358
8931:710,371,4604,3672,7716,2991,40673,60907,102410,94227
8935:8211,51427,68750,27489,20971,13839,1158,69101,68553,76538
8936:2162,179,263,45339,54180,40588,6306,23838,99741,89051
8958:45,1549,2935,6455,16625,71089,31872,59691,102410,94227
8984:162,14754,352,297,9345,60889,29417,9725,78059,81173
9000:2953,2076,39,6774,12222,7553,35736,52774,36680,24484
9001:6417,12993,55337,38593,20122,65864,64543,105033,51584,80776
9013:899,1764,678,559,39592,11567,29841,48264,75483,49608
9024:12218,27986,34379,22062,34610,66189,34247,18541,56868,80682
9079:3137,3235,910,4339,12471,660,13737,3123,81253,62828
9085:58,866,254,14444,26504,43205,78795,57100,84486,78871
9096:1324,3172,65515,26610,54598,57957,108497,49429,92089,47889
9098:7623,11015,6960,5195,29732,32347,118039,102481,72208,76954
9106:301,568,45,1549,2935,6455,16625,71089,102410,94227
9111:3824,5753,266,17581,5107,99714,61609,100091,46407,110151
9122:1555,2571,2158,10957,11007,61584,14133,104318,61175,118519
9128:358,709,2526,143,3183,12157,52200,62990,52056,104064
9135:363,483,1089,2512,1050,2369,22811,42032,60611,31038
9141:189,1712,12990,8848,1923,24581,19697,35625,15447,54689
9152:219,16258,14626,12329,107987,42204,99556,102410,80670,94227
9155:861,1344,591,4813,1100,2571,2158,13052,17642,43907
9157:106921,17842,97952,118313,120030,57971,115109,112664,112933,107533
9158:431,3131,34001,252,10580,84945,79699,81291,973,93890
9159:654,96,353,194,2268,1402,6708,18319,50711,55190
9160:8848,5450,16174,24581,19596,27344,16900,117033,72143,23526
9161:8009,2833,12118,4342,13997,7426,4733,28400,74174,111500
9171:3177,11535,1890,17660,7822,3056,29889,92733,122437,28672
9173:5149,31410,6105,47275,32813,52559,38735,29152,102861,115406
9200:14628,22719,21077,52378,70182,9437,78698,82908,85876,108349
9224:48,3661,2480,30438,20786,41655,35459,70654,78671,101253
9225:1131,7334,2492,27706,29252,9029,97129,52367,75619,72700
9233:22776,21795,21029,15373,42657,121739,114146,122693,100954,106625
9236:101,554,962,4181,30778,27042,3185,95334,86852,113374
9237:953,962,659,5741,10163,7471,39554,112303,60245,43707
9238:2935,6455,14857,16625,71089,15071,28068,95447,102410,94227
9245:2852,58659,47865,51105,105673,107816,111469,81476,76270,66669
9249:398,1764,3249,2500,13273,10507,82322,41774,49240,78219
9256:20997,8887,19685,23030,4457,29889,22898,92733,102410,94227
9276:6417,12993,16127,35040,1159,72063,64959,64543,25239,85927
9288:25174,10835,2530,22114,96977,29796,102410,65437,80631,94227
9290:16965,13077,30815,4409,16035,120534,56480,39308,51520,108040
9291:84,1102,1245,11154,31996,92091,78482,102410,84573,94227
9310:6418,22804,25955,3064,29889,42918,55579,92733,113918,23891
9312:7103,32473,85563,9181,16003,58511,71744,102410,83124,94227
9313:4499,3839,22114,32040,106722,65437,73657,116955,70206,39243
9331:31585,12565,24308,52132,69121,66541,85508,64240,12964,37294
9333:8,542,353,2739,3039,4993,6210,203,62433,95159
9350:103,2342,1644,1435,2251,11887,7153,6680,11732,17192
9357:3756,403,14174,16357,65128,83385,9760,80021,75350,20184
9359:409,678,1825,720,1890,6674,10288,11632,29889,92733
9364:101,554,5998,962,4181,4275,51293,1489,102833,80362
9368:2241,5821,26981,5066,38319,29158,9767,34880,48701,72716
9369:17818,10360,87316,113103,41493,114401,77799,119300,106939,61087
9371:8887,19685,23030,49798,4457,22898,64536,102410,38794,94227
9381:1913,2848,2843,298,15623,22614,33748,50486,100221,73133
9389:650,322,834,2939,45970,63225,109119,95029,72606,97686
9394:245,116,1744,43205,65437,78795,102410,108358,84486,94227
9400:660,27125,9439,3123,38243,10532,20631,39421,116295,62828
9402:
9420:45,780,1549,2935,6455,16625,71089,63375,102410,94227
9431:37342,22004,1005,16836,26696,60208,34689,83478,43114,62071
9432:17,616,29,224,354,236,546,776,23030,7084
9433:4447,65982,43850,47832,103886,16952,86412,95228,77882,71022
9437:6303,8566,10048,23622,21524,10453,58620,51468,29446,76355
9442:12471,13737,9621,28464,34471,29217,19732,23686,83274,33101
9443:1412,1606,4351,1266,1173,3766,11952,20478,24047,70955
9451:3498,11884,34026,1747,88371,2355,57231,102410,42999,94227
9473:908,14754,4825,10041,3172,15447,10977,32833,21369,91827
9474:
9486:45,2469,2073,614,3509,22008,115711,94680,11662,94987
9487:101,1866,2953,699,2076,2480,20786,70654,78671,101253
9489:610,35784,15932,32040,106722,73657,54554,116955,73611,70206
9494:4825,6434,7021,24581,45106,49842,16900,3978,97120,62446
9498:
9499:61716,3923,52052,52328,4729,89237,14624,71974,20967,73232
9500:4292,8566,11887,7153,21524,6680,11732,51468,29446,76355
9507:24562,20348,5244,109300,18185,87358,47205,52234,81682,91136
9514:1989,23317,9961,36401,63098,19244,85292,45791,62652
9525:6840,21556,7103,32473,8194,7027,37121,58511,9181,11987
9528:302,899,48,353,1402,1951,185,72442,55190,101972
9531:35368,111569,118260,48825,107534,107100,102836,92453,79458,102054
9535:7153,8102,21640,6680,11732,81256,74002,122788,111345,52610
9538:353,422,5998,2233,2927,20012,4594,9956,89697,10460
9541:1119,1023,999,4422,7506,111355,86105,121835,94227,120893
9553:2254,1534,16056,4083,41168,97180,122169,108638,111574,120124
9568:9370,84259,58356,85765,106347,103713,66052,114522,109337,43271
9570:102833,92177,104013,123182,51503,80362,24497,120397,32735,99709
9571:1057,653,8579,3618,5150,7158,30993,13896,6906,27511
9573:696,4,11941,8102,5613,4150,52610,111345,81256,74002
9576:
9580:47925,82973,45624,69084,40089,10413,47701,114744,93842,94095
9590:10163,14626,10047,20257,34379,38134,21621,43618,93141,99556
9593:327,61,103,1730,1359,44479,3433,85639,102410,94227
9606:15695,9621,2071,29839,85128,48265,96079,117669,123280,51667
9612:20997,8887,19685,23030,4457,22898,103728,82449,4063,33022
9613:1357,1220,6303,1546,683,6678,6772,46063,36481,44965
9614:32,2548,4904,1413,3431,18420,4765,13363,5299,43013
9630:21524,6903,2893,51468,42978,29446,105381,76355,28203,50815
9665:84,861,62,591,3824,4210,2571,2158,78895,118068
9666:4126,51608,20444,12304,33861,85240,17965,50391,50825,110603
9668:782,1587,1890,19565,54152,26940,29889,92733,18451,73850
9680:899,1119,719,1220,1884,1811,10959,59691,41045,31132
9685:14966,27364,17024,38243,5028,63621,84531,39421,116295,49865
9693:5103,5355,16763,61471,83045,655,76017,40844,68111,56109
9694:2265,2450,22856,12386,35268,31017,5886,9260,96422,90348
9696:15130,63296,11142,53668,102104,116035,30792,101048,99437,69340
9711:364,774,6544,6720,6432,80668,36868,88297,36887,26085
9722:3183,31915,43732,71322,52200,36588,70538,74872,54554,52056
9727:352,6108,21212,50463,68947,74400,82018,96932,48837,93205
9742:26915,22082,23203,5154,68750,103584,20971,77058,31124,1158
9745:2467,11842,14755,29046,7322,8695,97289,79592,23495,64496
9752:14020,6411,56319,72499,102869,10888,6128,36618,47089,102504
9753:899,2162,1187,875,1359,4420,6945,2387,71458,85188
9755:568,892,395,3651,59125,43205,8271,84486,122735,78795
9757:59623,23376,2902,23599,48361,30279,68915,43357,45133,75402
9786:10130,13381,21542,77490,118016,102410,24875,82877,123026,94227
9808:268,9354,3001,11015,64,18285,57566,38216,8154,94324
9810:33720,33683,1406,113607,7525,34205,84306,23888,84542,90739
9812:65,944,510,194,1057,6836,1728,27487,102410,94227
9813:116,1539,7006,4021,2579,4499,3839,12699,22114,65437
9818:
9820:4268,749,2140,4364,12061,21297,19883,42414,105054,89764
9824:4989,30778,5101,13055,3185,27042,86852,81861,95334,113374
9827:26460,62962,99694,3565,71526,77331,35627,80017,98938,37150
9831:297,3819,8983,11255,17527,30736,8079,10486,6318,54163
9834:2026,14636,9093,20931,36227,50946,22114,83386,65437,116694
9837:239,431,814,43205,68996,78795,102353,82449,40661,84486
9839:3288,2967,3214,3756,403,14174,16357,65128,75350,23931
9840:5237,18593,1201,5887,13178,10365,82304,62044,116543,100923
9864:58,826,4592,11015,73499,43205,102481,78795,84486,28333
9879:1243,1837,26405,42086,34586,90391,63913,10462,115837,68554
9890:710,495,2121,193,2094,16788,111041,121319,111407,22945
9891:19685,29889,4457,43205,78795,102410,22898,92733,84486,94227
9892:7418,17376,12165,45541,44555,93411,79285,95722,22658,113311
9896:5117,1827,2696,2403,6496,3207,2526,15334,1618,60527
9899:12022,88937,29839,2071,48265,96079,81986,51667,106459,35128
9900:1119,358,719,1884,22920,30196,18879,53831,12430,35093
9911:377,5545,9691,4976,13789,32604,21303,18414,80425,117653
9926:358,986,591,3167,22365,2571,2158,12706,102410,94227
9927:1382,97,429,5084,8052,7642,7067,23071,121801,33101
9929:76,363,1089,1050,2369,1890,29889,92733,102410,94227
9944:49920,48271,83954,29819,44984,116035,113412,99437,21718,39547
9945:2596,18287,63923,115101,66643,98257,16538,107850,115021,111926
9946:7021,10503,8454,45106,19547,74505,3978,47914,46354,113293
9961:647,43881,112588,86476,121204,84292,22014,119109,58740,75939
9984:45073,29024,46837,12550,53847,96683,74617,103720,20369,42520
10030:34020,4137,12433,42356,35447,21435,17114,80454,95842,40347
10040:7235,25178,31006,61057,64764,39032,25717,53074,85287,42299
10050:5061,71947,102833,23546,120531,85079,67291,80362,70937,121047
10051:4257,1573,39,701,20195,35144,63014,75784,101979,56594
10073:131,380,459,24345,52,4009,14431,41037,59691,62932
10078:
10082:6678,6772,4889,763,18602,46063,3033,44216,36481,121928
10084:1348,6759,140,4413,1871,2272,31048,18232,103877,52056
10086:238,358,1109,447,359,2286,10259,61078,5722,56109
10088:2414,5237,1677,3105,9043,48210,19637,40142,25368,37647
10090:10012,8009,890,10849,1487,19534,81547,12486,71118,84912
10110:358,1832,482,2776,4047,5838,95965,102410,67471,94227
10111:1119,402,1744,268,347,4292,3001,18285,108358,89891
10115:3375,9581,6103,17380,15606,17975,115268,25553,116590,112471
10117:91136,61584,47205,52234,14133,5244,104318,61175,118519,87358
10130:85520,48265,1157,2071,29839,51667,70550,96079,49588,92323
10132:1357,1220,128,5346,22726,28362,9319,18960,57361,77857
10133:704,9289,11762,11671,17403,3610,26077,12310,13966,42735
10136:1119,719,1884,9722,29021,12532,101911,36315,105311,58305
10140:17,302,654,58,29,236,953,1871,8445,36606
10148:7426,8028,15926,51293,86386,93473,102833,122333,121845,80362
10155:908,3162,30736,8079,10486,43530,19734,62446,97120,94564
10156:2153,297,3214,4065,43030,30746,115131,92228,106007,42299
10194:616,224,354,2108,23030,56997,14752,102410,77403,94227
10196:10047,20257,3931,24768,44239,122533,102410,111949,12084,94227
10200:1744,840,2715,1460,970,2403,47360,63358
10210:23370,6289,4699,47950,10602,51293,45851,102833,80362,70451
10233:59222,116980,26317,61466,72000,122636,20466,16025,45043,77487
10235:3282,15078,75100,63953,64303,64928,119166,85988,33897,73195
10236:605,13568,49842,2377,65107,102580,98423,115745,92484
10237:224,354,398,20997,8887,19685,23030,4457,22898,119768
10249:28362,25829,1852,34350,97706,109476,117030,121462,100053,122743
10254:5542,7178,367,13673,1153,15900,635,94242,28164,117220
10267:6,1499,1476,6011,7802,34026,2491,42999,57231,2355
10275:6616,12392,47577,53159,25450,108124,104144,112997,35670,112554
10276:678,3448,5260,5969,4138,32817,59188,62772,102410,94227
10279:254,66,1342,482,2776,548,4047,1880,5838,13258
10302:8231,24530,12298,1981,103731,37947,4566,19362,58427,52308
10303:18200,51330,76972,22218,93169,46240,96301,121646,105934,72700
10304:4326,4802,8187,14003,27251,29798,13976,43258,48186,112368
10306:698,1410,356,2557,807,4093,17622,86800,118068,89873
10313:18298,20257,23724,13526,34379,38134,21621,108714,93141,43618
10317:1730,5791,44479,4912,1441,30127,51873,69829,102410,94227
10335:35561,17186,24431,100744,116197,122201,117869,110579,51204,105823
10339:8579,4275,8151,14108,57718,51293,80362,102833,102410,94227
10342:698,1382,5084,5462,7642,17431,94326,76366,110464,92002
10346:2414,8384,7742,37983,38501,8843,119814,9411,68201,57981
10359:301,568,45,1549,2935,6455,16625,71089,102410,94227
10364:9215,32721,17290,48386,2530,54998,3974,60240,104963,116484
10366:2669,5462,6840,8194,37121,94326,40541,107634,110464,74580
10371:24854,42870,21524,3878,17376,12781,31315,51468,29446,76355
10377:5527,3498,11884,1747,88371,95277,78762,115422,111643,6163
10378:76,168,463,2153,8860,2833,7426,18935,97626
10387:48539
10388:285,1937,1690,39,6774,5612,12222,35736,35891,119768
10392:
10408:1131,5111,13863,14793,465,2534,6754,5766,3370,765
10420:591,2379,5103,2571,2158,4131,31090,26507,41715,42504
10427:9711,12351,21946,92663,105945,63872,89690,61213,52789,14908
10439:6011,34026,43205,78795,42999,102410,57231,84486,2355,94227
10445:273,749,1097,2337,3509,4103,2351,61774,70794,64496
10454:1200,7546,21899,35635,109797,86588,121149,117420,101111,88432
10471:21640,31419,41385,19320,56243,49084,37889,78162,22965,3876
10478:297,660,14685,67450,39989,62944,83487,120826,106498,76204
10479:59346,66979,68370,107930,39438,77710,35445,93908,52696,102624
10480:1277,1374,5562,11330,23454,49732,93345,118068,19093,74268
10488:138,736,2953,2076,6143,44427,13656,80078,102410,94227
10502:22678,57945,61413,104025,18951,26095,75062,60935,93846,33264
10513:1589,5407,2433,11351,4261,18016,17542,5472,21480,78930
10523:2048,2215,11834,12551,8705,35494,93449,100015,121374,39150
10543:245,1744,298,5638,12174,9996,23183,39432,108358,99982
10554:
10563:986,1187,875,3159,10707,35257,19175,98938,44995,104493
10564:698,1099,1677,9043,46338,48210,19637,37647,53057,108560
10570:17,58,859,14857,43205,28068,84486,15071,78795,95447
10573:
10580:47950,17855,10602,45106,19872,45851,3978,31895,120460,85868
10636:10850,12332,3183,2636,52200,51671,43979,122144,79889,52056
10655:736,4268,2953,2076,6143,44427,13656,80078,112262,115143
10691:298,2876,1353,13490,3425,63284,100150,24944,94781,109343
10693:17,301,861,1348,591,1116,2571,2158,2527,39807
10698:239,3,591,13523,15403,2514,2571,2158,16476,82449
10707:
10710:736,899,2162,1187,875,1359,2387,85188,102410,94227
10726:5767,1885,18532,23402,33807,69494,22655,105984,96121,75513
10747:
10758:4499,12776,3839,1173,3766,38737,11952,24047,22114,65437
10770:533,7334,10981,36865,97129,27489,13839,109455,68553,76538
10779:
10794:331,490,579,332,298,287,27651,35630,31745,20733
10801:2600,15484,10595,33574,35168,81256,74002,73954,111345,52610
10807:1127,1057,699,3522,30993,8166,41372,55962,49591,27511
10820:1957,38085,59780,104576,92685,16898,111879,118147,45899,92539
10842:
10843:4364,962,4181,3599,1402,7010,47723,5778,62118,109530
10844:698,2848,6088,1149,22614,18933,58598,41793,104581,91441
10845:10492,11910,5522,10770,8038,28129,116782,58297,67914,57722
10854:23368,16689,31113,3492,14450,100830,85471,114276,107981,49520
10858:698,2139,358,986,5260,3167,22365,12706,45076,92131
10871:10914,5729,3795,1325,58721,61231,79297,67672,120554,68842
10892:2177,11719,23335,21949,63845,111420,122571,119052,116891,114739
10905:
10908:9580,7103,26070,36541,87249,61003,58511,76196,47439,69462
10913:84,70,1127,2058,8908,5377,52792,68900,46072,55414
10920:3516,7516,11319,34813,71805,69760,100712,89717,43685,67557
10955:1389,1057,8579,5731,8151,50711,61108,70783,52986,108412
10956:96,749,709,1097,27125,9439,20631,102410,64496,94227
10968:1444,5604,717,1217,202,4133,9635,3753,3951,104070
10991:33223,13133,17546,21970,78050,7852,47043,36732,94458,973
10999:4456,5928,28440,31277,43205,28694,76365,98083,84486,78795
11000:294,3137,3423,8283,2241,333,79858,123240,119071,33101
11022:6303,1546,683,6678,6772,46063,36481,102410,19926,94227
11034:56660,5459,27211,5342,43205,29889,116319,78795,92733,84486
11037:47090,5641,24687,1076,37535,20419,41237,31208,63007,108560
11047:6503,2609,2769,10850,2971,14833,44520,67516,103589,79836
11055:
11099:5462,14129,7361,1314,30230,10294,31421,12851,94326,110464
11105:616,224,354,2162,6450,4420,6945,25921,23030,71458
11110:18931,17350,73851,58927,98044,83879,115270,73387,60738,111088
11118:13660,9790,30438,6475,16029,19749,82688,15116,95747,109364
11132:22365,7716,24581,2991,5366,57334,26274,60907,82420,64089
11134:13596,3123,19175,119300,72515,61087,62828,44995,113103,33101
11135:14174,9163,37567,613,12222,7553,35736,52774,36680,24484
11149:20997,12222,8887,19685,23030,35736,4457,22898,102410,94227
11150:
11193:40477,85196,59746,6734,104103,100518,102361,91085,120780,54591
11211:14237,4093,10692,4906,24647,6299,30790,49980,35660,45684
11222:33250,50369,16835,50516,65045,93133,34943,51213,102406,59089
11228:327,931,119,3162,8928,43530,16418,86264,97120,62446
11240:
11259:
11264:194,1709,1313,6874,6708,18319,9793,99270,20935,113720
11273:5542,2076,2495,10047,20257,43205,84486,102410,78795,94227
11278:2947,1979,11803,4772,9360,22792,31397,12161,16105,20495
11279:31295,16424,13926,35846,58982,19000,40644,30455,75782,118856
11280:
11287:616,224,354,7553,23030,52774,24484,102410,36680,94227
11332:103201,74854,31188,100792,98337,55777,103220,65242,85124,108417
11360:
11363:866,226,431,6901,61087,109621,119300,79246,113103,86566
11378:162,7298,14597,67137,9403,56465,45076,92131,66613,21907
11388:3862,27983,25652,24707,12976,18012,43418,4267,34115,91560
11394:1412,12776,3766,11952,42426,15972,24047,18406,8968,119704
11404:103,2342,11887,7153,6680,11732,45867,83080,27096,85927
11414:302,654,866,361,194,6874,6708,18319,99270,20935
11418:752,371,660,4568,8848,10687,21447,34332,54598,53383
11419:11803,4772,7716,9360,2991,22792,31397,12161,60907,20495
11426:6974,24143,112723,5970,49961,86995,88420,101693,34214,108577
11427:17527,12332,3054,26741,8574,45095,1398,90385,55449,56161
11428:2679,3837,3183,4912,1441,30127,52200,69829,52056,51873
11431:
11437:22104,26159,54331,19199,90516,106855,74248,87951,75580,33101
11439:1913,48106,1758,9548,66144,10621,36732,94458,109926,69690
11444:3509,4103,2351,61774,100477,53858,43205,78795,84486,70794
11458:861,483,4017,6249,17800,4083,24893,9716,658,103610
11462:760,2351,2063,15398,3643,2539,31915,24835,58382,67043
11463:2669,6840,5088,8194,37121,43205,65646,109265,84486,78795
11484:14626,17024,6453,1810,38243,5028,116295,49865,84531,39421
11507:96,4292,8566,21524,51468,29446,76355,38071,47912,43766
11510:101,1499,2429,1983,7322,43205,84486,23495,78795,79592
11511:2520,44717,98937,108903,76547,12158,56430,52469,5694,33229
11525:447,3632,3216,13278,58692,55883,111877,113570,118717,73635
11529:239,726,395,709,6284,4721,37343,50585,8281,90310
11535:554,568,962,4181,2406,5693,6906,87631,102410,94227
11537:186,18705,22713,40356,88939,38292,77977,101304,83810,75721
11538:2322,34382,51317,17027,43205,59414,84215,84486,78795,29085
11540:24565,19065,12582,26293,67805,27250,24363,40463,23410,86550
11552:2947,1979,11803,4772,9360,22792,12161,20495,102410,94227
11554:1348,908,2153,1324,1091,31037,12016,22108,26935,60055
11558:696,3184,3509,2351,4103,1388,6094,15261,61774,70794
11569:1683,3756,403,14174,7738,16357,29935,65128,75350,118457
11584:84,518,861,591,2571,2158,10442,22811,42032,60611
11586:1069,8069,26741,14966,7237,5966,17291,16669,75867,94270
11603:20257,37600,57530,62074,55960,36707,37097,31191,40234,102181
11606:5542,6157,1927,2495,15697,10047,5315,20257,12742,64496
11614:17839,24318,42382,17145,13035,81340,102000,13335,62751,78146
11616:673,5287,345,21055,9215,1887,9287,76378,3559,100625
